Chen's new columns	Reference	Publication Year	Title	Journal	DOI	GEO Accession Number	hiPSC Line (Healthy Control)	Number of Healthy Control hiPSC-CM Lines	Sex of hiPSC Line	Ancestry of hiPSC Line	hiPSC Matrix Coating	hiPSC Backbone Media	Confluency at Start of Differentiation (%)	hiPSC-CM Backbone Media	hiPSC-CM Media Supplements	Wnt Activator	Time of Wnt Activator (Start Day - End Day)	Wnt Inhibitor	Time of Wnt Inibitor (Start Day - End Day)	Day Insulin is Added (Until End Unless Noted)	Purification Protocol	Time of hiPSC-CM Purification (Start Day - End Day)	Method to Assess Differentiation Purity	Differentiation Purity (%)	hiPSC-CM Maintenance/Maturation Media (if different)	hiPSC-CM Matrix Coating if Replated	Maturation Technique: Metabolic?	Metabolic Components	Maturation Technique: Electrical Stimulation?	Maturation Technique: Passive Tension?	Maturation Technique: Other Cell Types?	Maturation Technique: Mechanical Stimulation?	Maturation Technique: Cell Alignment?	Maturation Technique: Elastomeric Surface?	Maturation Technique: Cell Derived ECM?	2D: Surface	3D: Platform Type	3D: Cell Types	3D: Type of Stromal Cell (SC)	3D: Types of Endothelial Cell (EC) 	3D: Cell Composition (CM-EC-SC)	Tissue Media	3D: Estimated Tissue Cell Density (10^6 cells/mL)	3D:Estimated Tissue size (mm2)	Immunofluorescent Imaging?	SEM or TEM	Sarcomere/Cellular Alignment Analysis?	Sarcomere Length (um)	Cell Area (um2)	T-tubules Present?	Contractile Analyses Method	Force (mN)	Stress (mN/mm2)	Upstroke Velocity (um/s)	Calcium Handling Analyses Method	Amplitude (F/F0)	Beat Rate (beats per minute)	Time to Peak (ms)	Time to Relaxation (ms)	Conduction Velocity (cm/s)	Electrophysiology Analyses Method	AP Conduction Velocity (cm/s)	AP Amplitude (mV)	Resting Membrane Potential (mV)	Max Capture Rate (Hz)	Metabolic Analyses Method	Fatty Acid Metabolism Measured?	Gene Analyses Method	Pharmacological Interventions	Disease
	Xu, C. et al. Bioinspired onion epithelium-like structure promotes the maturation of cardiomyocytes derived from human pluripotent stem cells. Biomater Sci 5, 1810–1819 (2017).	2017.0	 Bioinspired onion epithelium-like structure promotes the maturation of cardiomyocytes derived from human pluripotent stem cells	 Biomater Sci 5, 1810–1819 (2017)	https://doi.org/10.1039/C7BM00132K		in-house	1			Matrigel	mTeSR-1	85	RPMI-1640	B27	CHIR99021	0-1	IWP2	3-5	7													Yes			Micropatterned PDMS						RPMI-1640, B27			Yes	SEM	Yes				Motion tracking analysis			30	Dye		40.0											PCR		
	Xu, F. et al. MicroRNA-302d promotes the proliferation of human pluripotent stem cell-derived cardiomyocytes by inhibiting LATS2 in the Hippo pathway. Clin Sci 133, 1387–1399 (2019).	2019.0	 MicroRNA-302d promotes the proliferation of human pluripotent stem cell-derived cardiomyocytes by inhibiting LATS2 in the Hippo pathway	 Clin Sci 133, 1387–1399 (2019)	https://doi.org/10.1042/CS20190099		Cellapy	1			Matrigel	mTeSR-1	85	RPMI-1640	B27	CHIR99021	0-1	IWP2	3-5	7	No glucose															ECM-coated plastic/glass									Yes																							RNA-seq, PCR		
	Yang, B. et al. A Net Mold-Based Method of Biomaterial-Free Three-Dimensional Cardiac Tissue Creation. Tissue Eng Part C Methods 25, 243–252 (2019).	2019.0	 A Net Mold-Based Method of Biomaterial-Free Three-Dimensional Cardiac Tissue Creation	 Tissue Eng Part C Methods 25, 243–252 (2019)	https://doi.org/10.1089/ten.TEC.2019.0003		in-house	1						RPMI-1640	B27	CHIR99021		IWR1													Yes		Yes				Collagen	CM + EC + SC	hCF	HUVEC	70, 15, 15	RPMI-1640, B27	2.5		Yes			2.2																						
	Yang, X. et al. Fatty Acids Enhance the Maturation of Cardiomyocytes Derived from Human Pluripotent Stem Cells. Stem Cell Reports 13, 657–668 (2019).	2019.0	 Fatty Acids Enhance the Maturation of Cardiomyocytes Derived from Human Pluripotent Stem Cells	 Stem Cell Reports 13, 657–668 (2019)	https://doi.org/10.1016/j.stemcr.2019.08.013	GSE124057	IMR-90, WTC11	2	Female, Male	NaN, Asian		MEF-conditioned medium, bFGF		RPMI-1640	B27	Activin A, BMP4, CHIR99021	0-3	XAV939	3-5	7			Flow cytometry for cTnT+	80	RPMI-1640, B27, palmitate-BSA, oleate-BSA, linuleate- BSA, L-carnitine		Yes	Oleic acid-albumin and linoleicacid-albumin, Palmitate						Yes		ECM-coated plastic/glass; micropost array									Yes		Yes	1.8	2000		Post deflection	0.013			Dye	0.25					Patch clamp		91	-59.0		Seahorse	Yes	RNA-seq, PCR		
	Yassa, M. E., Mansour, I. A., Sewelam, N. I., Hamza, H. & Gaafar, T. The impact of growth factors on human induced pluripotent stem cells differentiation into cardiomyocytes. Life Sci 196, 38–47 (2018).	2018.0	 The impact of growth factors on human induced pluripotent stem cells differentiation into cardiomyocytes	 Life Sci 196, 38–47 (2018)	https://doi.org/10.1016/j.lfs.2018.01.009		UKKi011-A	1	Male	Caucasian	Vitronectin	iPS-Brew XF medium	85	RPMI-1640	B27	Activin A, BMP4	0-3	IWP2	3-5		No glucose with lactate	13-16	Flow cytometry for cTnT+	92												MEA						RPMI-1640, B27			Yes																MEA		93					PCR		
	Yokota, M., Hatakeyama, H., Ono, Y., Kanazawa, M. & Goto, Y. I. Mitochondrial respiratory dysfunction disturbs neuronal and cardiac lineage commitment of human iPSCs. Cell Death Dis 8, (2017).	2017.0	 Mitochondrial respiratory dysfunction disturbs neuronal and cardiac lineage commitment of human iPSCs	 Cell Death Dis 8, (2017)	https://doi.org/10.1038/cddis.2016.484		in-house	1			Geltrex	mTeSR-1		RPMI-1640	B27	Activin A, BMP4, bFGF	0-5	DKK-1	6-12							Geltrex										ECM-coated plastic/glass						RPMI-1640, B27			Yes						Motion tracking analysis															Seahorse				Mitchondrial disease
	Yoshida, S. et al. Maturation of Human Induced Pluripotent Stem Cell-Derived Cardiomyocytes by Soluble Factors from Human Mesenchymal Stem Cells. Molecular Therapy 26, 2681–2695 (2018).	2018.0	 Maturation of Human Induced Pluripotent Stem Cell-Derived Cardiomyocytes by Soluble Factors from Human Mesenchymal Stem Cells	 Molecular Therapy 26, 2681–2695 (2018)	https://doi.org/10.1016/j.stemcr.2021.01.018		253G1	1			EBs	ReproCell embryonic stem cell media	EB	DMEM high glucose		Activin A, BMP4, bFGF	0-3	IWP3	3-7				Flow cytometry for cTnT+	78							Yes					ECM-coated plastic/glass						High-glucose DMEM			Yes		Yes		3000		Motion tracking analysis			16		1.04	40.0									Seahorse		PCR		
	Yoshida, S., Sumomozawa, K., Nagamine, K. & Nishizawa, M. Hydrogel Microchambers Integrated with Organic Electrodes for Efficient Electrical Stimulation of Human iPSC‐Derived Cardiomyocytes. Macromol Biosci 19, 1900060 (2019).	2019.0	 Hydrogel Microchambers Integrated with Organic Electrodes for Efficient Electrical Stimulation of Human iPSC?Derived Cardiomyocytes	 Macromol Biosci 19, 1900060 (2019)	https://doi.org/10.1002/mabi.201900060		ReproCardio2	1						ReproCardio 2 Culture Medium															Yes								Scaffold free	CM			100, 0, 0	ReproCardio 2 Culture Medium	0.015	0.0625	Yes						Motion tracking analysis																			
	Yu, C. et al. Scanningless and continuous 3D bioprinting of human tissues with decellularized extracellular matrix. Biomaterials 194, 1–13 (2019).	2019.0	 Scanningless and continuous 3D bioprinting of human tissues with decellularized extracellular matrix	 Biomaterials 194, 1–13 (2019)	https://doi.org/10.1016/j.biomaterials.2018.12.009		HDF-Cat-106-K-05a-CellApplications , BJ1	2	NaN, Male	NaN, NaN	Matrigel	E8	85	RPMI-1640	B27		0-2		2-4	4, not 12-18	No glucose with lactate	12-18											Yes		Yes		Decellularized tissue	CM			100, 0, 0	RPMI-1640	50.0	9	Yes																							PCR		
	Zaunbrecher, R. J. et al. Cronos titin is expressed in human cardiomyocytes and necessary for normal sarcomere function. Circulation 140, 1647–1660 (2019).	2019.0	 Cronos titin is expressed in human cardiomyocytes and necessary for normal sarcomere function	 Circulation 140, 1647–1660 (2019)	https://doi.org/10.1161/CIRCULATIONAHA.119.039521		WTC11	1	Male 	Asian	Matrigel	mTeSR-1		RPMI-1640	B27	Activin A, BMP4, CHIR99021	0-3	XAV939	3-5	7, not 18-22	No glucose with lactate	18-22	Flow cytometry for cTnT+	96		Matrigel				yes	Yes					Micropatterned plastic/glass	Fibrin	CM + SC	hMSC		91, 0, 9	RPMI-1640, B27	4.4	16	Yes			1.7	9000		Post deflection 	0.21	0.95	1300	Dye	0.2		180										PCR		DCM
	Zhang, F. et al. Design and fabrication of an integrated heart-on-a-chip platform for construction of cardiac tissue from human iPSC-derived cardiomyocytes and in situ evaluation of physiological function. Biosens Bioelectron 179, (2021).	2021.0	 Design and fabrication of an integrated heart-on-a-chip platform for construction of cardiac tissue from human iPSC-derived cardiomyocytes and in situ evaluation of physiological function	 Biosens Bioelectron 179, (2021)	https://doi.org/10.1016/j.bios.2021.113080		Cellapy	1			Geltrex	E8	70	Cardiomyocyte Maintenance Medium (Thermo Fisher)			0-2		2-4	4			Visual inspection	80					Yes			Flow					Gelatin	CM			100, 0, 0	Cardiomyocyte Maintenance Medium (Thermo Fisher)		49	Yes						Motion tracking analysis			40.5	Dye						MEA								verapamil, isoproterenol	
	Zhang, J. Z. et al. A Human iPSC Double-Reporter System Enables Purification of Cardiac Lineage Subpopulations with Distinct Function and Drug Response Profiles. Cell Stem Cell 24, 802-811.e5 (2019).	2019.0	 A Human iPSC Double-Reporter System Enables Purification of Cardiac Lineage Subpopulations with Distinct Function and Drug Response Profiles	 Cell Stem Cell 24, 802-811.e5 (2019)	https://doi.org/10.1016/j.stem.2019.02.015		SCVI	2			Matrigel	E8	85	RPMI-1640	B27	CHIR99021	0-1	IWR1	3-5	7	No glucose	11-14	Flow cytometry for cTnT+			Matrigel										ECM-coated plastic/glass									Yes						Motion tracking analysis			10			90.0									Seahorse	Yes	RNA-seq	ivabradine, carbamylcholine, vernakalant	
	Zhang, K. et al. Plakophilin-2 truncating variants impair cardiac contractility by disrupting sarcomere stability and organization. Sci. Adv 7, (2021). 	2021.0	 Plakophilin-2 truncating variants impair cardiac contractility by disrupting sarcomere stability and organization	 Sci. Adv 7, (2021)	https://doi.org/10.1126/sciadv.abh3995		PGP1, WTC11	2	Male, Male	Caucasian, Asian	Matrigel	mTeSR-1		RPMI-1640	B27	CHIR99021	0-1	IWP4	3-5	13	No glucose with lactate	9-13				Fibronectin				Yes	Yes		Yes	Yes		ECM-coated plastic/glass	Fibrin + matrigel	CM + SC	hMSC		90, 0, 10	High-glucose DMEM, FBS, NEAAs, GlutaMax	8.0	7.5	Yes		Yes				TFM; Post deflection	0.08	0.28								Genetically encoded sensor							PCR		ACM
	Zhang, L. et al. Derivation and high engraftment of patient-specific cardiomyocyte sheet using induced pluripotent stem cells generated from adult cardiac fibroblast. Circ Heart Fail 8, 156–166 (2015).	2015.0	 Derivation and high engraftment of patient-specific cardiomyocyte sheet using induced pluripotent stem cells generated from adult cardiac fibroblast	 Circ Heart Fail 8, 156–166 (2015)	https://doi.org/10.1161/CIRCHEARTFAILURE.114.001317		in-house	3			Matrigel	mTeSR-1		RPMI-1640	B27	Activin A	0-1	BMP4, bFGF	1-5	5			Flow cytometry for cTnT+	90												ECM-coated plastic/glass									Yes										Dye													PCR		
	Zhang, M. et al. Universal cardiac induction of human pluripotent stem cells in two and three-dimensional formats: Implications for in vitro maturation. Stem Cells 33, 1456–1469 (2015).	2015.0	 Universal cardiac induction of human pluripotent stem cells in two and three-dimensional formats: Implications for in vitro maturation	 Stem Cells 33, 1456–1469 (2015)	https://doi.org/10.1002/stem.1964		in-house	3			Matrigel	FTDA	100	APEL medium		CHIR99021, BMP4	0-1	IWP2	2-3							Matrigel, Gelatin										ECM-coated plastic/glass	Scaffold free	CM			100, 0, 0	APEL medium		0.28	Yes	TEM																						PCR		
	Zhang, Y. S. et al. Bioprinting 3D microfibrous scaffolds for engineering endothelialized myocardium and heart-on-a-chip. Biomaterials 110, 45–59 (2016).	2016.0	 Bioprinting 3D microfibrous scaffolds for engineering endothelialized myocardium and heart-on-a-chip	 Biomaterials 110, 45–59 (2016)	https://doi.org/10.1016/j.biomaterials.2016.09.003		Stem Cell Theranostics CMs	1						RPMI-1640	B27																Yes	Flow	Yes				gelMA+alginate, 3D printing	CM + EC		HUVEC	9, 91, 0	RPMI-1640, B27	11.0	19.25	Yes		Yes				Motion tracking analysis						40.0												doxorubicin	
	Zhao, Y. et al. A Platform for Generation of Chamber-Specific Cardiac Tissues and Disease Modeling. Cell 176, 913-927.e18 (2019).	2019.0	 A Platform for Generation of Chamber-Specific Cardiac Tissues and Disease Modeling	 Cell 176, 913-927.e18 (2019)	https://doi.org/10.1016/j.cell.2018.11.042	GSE122661	BJ1, C2A, iCell, iCell2, CDI(3)	7	Male, NaN, NaN, NaN, Female	NaN, NaN, NaN, NaN, Caucasian	Matrigel	mTeSR-1	100; EB	RPMI-1640	B27	Activin A, BMP4; CHIR99021	0-1	IWP2 or IWP4	3-5	7			Flow cytometry for cTnT+	75		Matrigel			Yes	Yes	Yes						Collagen + matrigel	CM + SC	hCF		91, 0, 9		50.0	1.7	Yes	TEM					Post deflection	2.6	23.2		Dye	0.08		290			Optical mapping	32.0	100	-65.0					E4031, isoproterenol, milrinone, diltiazem, lidocaine, nifedipine, thapsigargin	Hypertension/left ventricular hypertrophy
	Zhao, Y. et al. Engineering microenvironment for human cardiac tissue assembly in heart-on-a-chip platform. Matrix Biology 85–86, 189–204 (2020).	2020.0	 Engineering microenvironment for human cardiac tissue assembly in heart-on-a-chip platform	 Matrix Biology 85–86, 189–204 (2020)	https://doi.org/10.1016/j.matbio.2019.04.001		BJ1	1	Male		Matrigel	mTeSR-1	85	RPMI-1640	B27	CHIR99021	0-1	IWP2	3-5	7			Flow cytometry for cTnT+	75		Matrigel			Yes	Yes	Yes						Collagen + fibrin + matrigel	CM + SC	hCF		91, 0, 9		50.0	2.5	Yes		Yes				Post deflection										Patch clamp				5.0					
	Ziegler, N. et al. AMPKb1 and AMPKb2 define an isoform-specific gene signature in human pluripotent stem cells, differentially mediating cardiac lineage specification. Journal of Biological Chemistry 295, 17659–17671 (2020).	2020.0	 AMPKb1 and AMPKb2 define an isoform-specific gene signature in human pluripotent stem cells, differentially mediating cardiac lineage specification	 Journal of Biological Chemistry 295, 17659–17671 (2020)	https://doi.org/10.1074/jbc.RA120.013990		ASE-9202	1			Matrigel	mTeSR Plus		STEMdiff Cardiomyocyte Support Medium		StemCell Differentiation kit	0-4		6-8	8	No glucose with lactate	10-12	Western blot for cTnT	30		Matrigel										ECM-coated plastic/glass									Yes																					Metabolic flux	Yes	RNA-seq, PCR		
	Zuppinger, C. et al. Characterization of cytoskeleton features and maturation status of cultured human iPSC-derived cardiomyocytes. European Journal of Histochemistry 61, 145–153 (2017).	2017.0	 Characterization of cytoskeleton features and maturation status of cultured human iPSC-derived cardiomyocytes	 European Journal of Histochemistry 61, 145–153 (2017)	https://doi.org/10.4081/ejh.2017.2763		ax2505	1						Axol Biosciences Cardiomyocyte Maintenance Media	FBS											Gelatin										ECM-coated plastic/glass									Yes			1.7																						
	Drawnel, F. M. et al. Disease modeling and phenotypic drug screening for diabetic cardiomyopathy using human induced pluripotent stem cells. Cell Rep 9, (2014).	2014.0	 Disease modeling and phenotypic drug screening for diabetic cardiomyopathy using human induced pluripotent stem cells	 Cell Rep 9, (2014)	https://doi.org/10.1016/j.celrep.2014.09.055		CDI-MRB	1						DMEM no glucose	HEPES								Flow cytometry for cTnT+	90			Yes	L-carnitine, creatine, taurine, nonessential amino acids, insulin-transferrin-selenium, linoleic-oleic acid								Fibronectin-coated plastic/glass									Yes	TEM	Yes	1.015	700		Impedance monitoring				Calcium 5 kit						Patch clamp	14.0				Gene expression		PCR, RNA-seq		Diabetic cardiomyopathy
	Bedada, F. B. et al. Acquisition of a quantitative, stoichiometrically conserved ratiometric marker of maturation status in stem cell-derived cardiac myocytes. Stem Cell Reports 3, (2014).	2014.0	 Acquisition of a quantitative, stoichiometrically conserved ratiometric marker of maturation status in stem cell-derived cardiac myocytes	 Stem Cell Reports 3, (2014)	https://doi.org/10.1016/j.stemcr.2014.07.012		DF 19-9-11, IPLZ3.13, IBO5.57, hc, 13FLVN0C1	5	Male, NaN, NaN, NaN, NaN	NaN, NaN, NaN, NaN, NaN	Matrigel	mTeSR1, TeSR-E8		RPMI-1640	B27	Activin A, BMP4, bFGF, CHIR-99021	0-2, 0-3	IWP4,  IWR2	3-5, 3-7	5, 7							Yes	T3								Matrigel-coated plastic, poly-D-lysine or poly-Dlysine plus cardiac-matrix coated glass									Yes		Yes				Gene expression																	PCR	Thyroid hormone (T3)	
	Lian, X. et al. Robust cardiomyocyte differentiation from human pluripotent stem cells via temporal modulation of canonical Wnt signaling. Proceedings of the National Academy of Sciences 109, (2012).	2012.0	 Robust cardiomyocyte differentiation from human pluripotent stem cells via temporal modulation of canonical Wnt signaling	 Proceedings of the National Academy of Sciences 109, (2012)	https://doi.org/10.1073/pnas.1200250109		IMR90C4	1	Female		Matrigel, Synthemax plates	mTeSR1		RPMI-1640	FBS, B27	Activin A, BMP4	day -3 to 0	IWP4,  IWR2	3-5	1			Flow cytometry for cTnT+	87, 82												Matrigel-coated or  Synthemax-coated plastic									Yes	TEM	Yes																							
	Dai, D.F. et al. Mitochondrial maturation in human pluripotent stem cell derived cardiomyocytes. Stem Cells International (2017).	2017.0	 Mitochondrial maturation in human pluripotent stem cell derived cardiomyocytes	 Stem Cells International, (2017)	https://doi.org/10.1155/2017/5153625		IMR90	1	Female		Matrigel	mTeSR		RPMI-1640	B27, L-glutamine	Activin A, BMP4								90		PEI-gelatin	Yes	L-glutamine								Matrigel-coated plastic, PEI-gelatin coated plastic									Yes	TEM	Yes		2400																	Mitochondria staining, mitochondrial respiratory complex activity				
	Lopez, C.A. et al. Physiological and pharmacological stimulation for in vitro maturation of substrate metabolism in human induced pluripotent stem cell-derived cardiomyocytes. Scientific Reports 11, (2021).	2021.0	 Physiological and pharmacological stimulation for in vitro maturation of substrate metabolism in human induced pluripotent stem cell-derived cardiomyocytes	 Scientific Reports 11, (2021)	https://doi.org/10.1038/s41598-021-87186-y		OX1-19	1	Male		Matrigel	mTeSR1		RPMI-1640	B27	Activin A, CHIR-99021		IWP4, Wnt-C59		7																Matrigel-coated plastic	Collagen, Collagen+C4S, Collagen+elastin								Yes	SEM																				Clark-type oxygen electrode, MitoTracker staining		PCR		
	Sarikhani, M. et al. Sustained activation of AMPK enhances differentiation of human iPSC-derived cardiomyocytes via sirtuin activation. Stem Cell Reports 15, (2020).	2020.0	 Sustained activation of AMPK enhances differentiation of human iPSC-derived cardiomyocytes via sirtuin activation	 Stem Cell Reports 15, (2020)	https://doi.org/10.1016/j.stemcr.2020.06.012	GSE152265	BJ RiPS-A, UCSD142i-86-1	2	NaN, NaN	NaN, NaN		StemFlex	70	RPMI-1640	B27	CHIR99021		IWP4		7			Flow cytometry for TNNT2+	70																																										Seahorse, metabolic assays		PCR, ATAC-Seq	AICAR, compound C, nicotinamide (NAM), trichostatin A (TSA)	
	Hidalgo, A. et al. Modelling ischemia-reperfusion injury (IRI) in vitro using metabolically matured induced pluripotent stem cell-derived cardiomyocytes. APL bioengineering 2, (2018).	2018.0	 Modelling ischemia-reperfusion injury (IRI) in vitro using metabolically matured induced pluripotent stem cell-derived cardiomyocytes	 APL bioengineering 2, (2018)	https://doi.org/10.1063/1.5000746		C32	1			Matrigel	mTeSR	100	RPMI-1640	B27	CHIR99021		IWP4		3					DMEM no glucose+FCS		Yes	Galactose, palmitic acid,  oleic acid								 Matrigel-coated plastic																									Patch clamping					Gene expression		PCR		Ischemia-reperfusion injury
	Yang, X. et al. Tri-iodo-l-thyronine promotes the maturation of human cardiomyocytes-derived from induced pluripotent stem cells. Journal of Molecular and Cellular Cardiology 72, (2014).	2014.0	 Tri-iodo-l-thyronine promotes the maturation of human cardiomyocytes-derived from induced pluripotent stem cells	 Journal of Molecular and Cellular Cardiology 72, (2014)	https://doi.org/10.1016/j.yjmcc.2014.04.005		IMR90	1	Female			Mouse embryonic fibroblast-conditioned medium		RPMI-1640	B27	Activin A, BMP4,  CHIR 99021		XAV939					Flow cytometry for cTnT+	80			Yes	T3																				1.73	1000			10				0.2										Seahorse			Hormone stimulation, T3	
	Funakoshi, S. et al. Generation of mature compact ventricular cardiomyocytes from human pluripotent stem cells. Nature Communications 12, (2021).	2021.0	 Generation of mature compact ventricular cardiomyocytes from human pluripotent stem cells	 Nature Communications 12, (2021)	https://doi.org/10.1038/s41467-021-23329-z	GSE152589	HES2, ESI-17	2	NaN, NaN	NaN, NaN		StemPro-34 media		DMEM high glucose	IGF2, human insulin	Activin A, BMP4, bFGF		IWP2		10					DMEM low glucose	Polyheme	Yes	Palmitic acid, Dexamethazone, T3 hormone, GW7647,  Palmitate																		TEM	Yes	2.1							 Fluo-4 	0.06										Seahorse		RNA-seq, PCR	 T3 hormone, GW7647 	
	Bekhite, M. et al. The role of ceramide accumulation in human induced pluripotent stem cell-derived cardiomyocytes on mitochondrial oxidative stress and mitophagy. Free Radical Biology and Medicine 167, (2021).	2021.0	 The role of ceramide accumulation in human induced pluripotent stem cell-derived cardiomyocytes on mitochondrial oxidative stress and mitophagy	 Free Radical Biology and Medicine 167, (2021)	https://doi.org/10.1016/j.freeradbiomed.2021.02.016		wt2, wt1	2	Female, Male	NaN, NaN	Matrigel	Essential 8 medium		RPMI-1640	B27																																																							
